celltype.l1,celltype.l2,UMAP1,UMAP2
T cell,CD4 Naive,-7.188309525,6.833069995
T cell,CD4 Memory,-4.755450104,6.698486522
Mono/DC,CD14 Mono,6.827948238,2.963753894
B cell,Naive B,3.317852165,-10.20763664
Progenitor cells,HSC,6.509171154,-2.553617522
B cell,Memory B,1.432593729,-11.25025539
T cell,CD4 Memory,-4.155377243,6.190488532
Mono/DC,CD14 Mono,6.717627193,3.089595989
T cell,gdT,-3.129455422,-1.403771564
T cell,CD4 Memory,-4.052087639,5.795574859
T cell,CD4 Naive,-7.928444241,5.67516394
T cell,CD8 Memory_1,-4.602086876,-1.663580462
T cell,CD4 Naive,-6.00085101,5.99865599
T cell,CD4 Naive,-7.915152882,6.675428584
T cell,CD8 Naive,-7.194288586,-5.284903809
Progenitor cells,HSC,6.912115719,-2.914083525
Mono/DC,CD14 Mono,7.033602382,5.147631362
T cell,CD4 Naive,-8.1178802,6.224215701
Progenitor cells,GMP,7.204121734,1.59403415
T cell,CD8 Naive,-7.241807316,-4.032973334
Progenitor cells,Prog_B 1,5.16208234,-0.078765496
B cell,Memory B,2.29293647,-12.48567753
B cell,Naive B,2.47061124,-12.07106285
B cell,Plasmablast,2.927437688,-9.88726215
Mono/DC,CD14 Mono,7.048288967,2.801282123
Mono/DC,CD14 Mono,6.121997501,4.666611388
T cell,CD4 Naive,-4.430052136,3.203890756
Mono/DC,CD14 Mono,7.220715191,3.003238157
T cell,CD4 Naive,-8.379089688,5.688314632
Mono/DC,CD14 Mono,7.375698234,6.419315532
Progenitor cells,GMP,6.544023658,2.339681342
T cell,CD4 Memory,-2.387041186,6.58185263
B cell,Memory B,1.318045522,-11.14131241
T cell,CD8 Naive,-6.422924374,-4.108837411
Mono/DC,CD14 Mono,5.648409988,2.80176802
T cell,CD4 Memory,-2.118892763,6.924536899
B cell,Naive B,4.012765552,-12.13076095
Mono/DC,CD14 Mono,8.264904644,4.604526714
Mono/DC,CD14 Mono,5.74127164,3.639692262
B cell,Naive B,3.297946121,-12.65741901
T cell,CD8 Naive,-7.354260777,-3.491562173
Mono/DC,CD14 Mono,5.913676883,3.086826757
Mono/DC,CD14 Mono,8.575607921,5.929917529
Mono/DC,CD14 Mono,7.341692592,5.996281341
Mono/DC,CD14 Mono,6.846944954,5.051540569
T cell,CD8 Naive,-6.88144431,-4.546178147
Mono/DC,CD14 Mono,8.605120327,5.234484866
Mono/DC,CD14 Mono,4.659196521,3.79041262
T cell,CD4 Memory,-4.069800709,5.90720053
T cell,CD4 Naive,-8.929660176,5.962603763
Mono/DC,CD14 Mono,7.797390606,6.197442249
T cell,CD8 Naive,-8.074478482,-4.651475236
Mono/DC,CD14 Mono,6.029882576,5.94459267
Mono/DC,CD14 Mono,7.612017776,6.07675381
Mono/DC,CD14 Mono,8.012598659,4.786413863
B cell,Naive B,0.756429102,-9.50790672
Mono/DC,CD14 Mono,5.264319088,4.982872203
B cell,Memory B,0.512657727,-10.86717682
Progenitor cells,Prog_B 2,3.010866787,-10.14326362
Mono/DC,CD14 Mono,5.19910207,4.967633918
T cell,CD4 Memory,-4.197961186,6.575459674
T cell,CD8 Memory_1,-4.728284691,-2.653039262
T cell,CD8 Naive,-7.189599369,-4.219689891
T cell,CD4 Memory,-3.774191712,5.155703738
Mono/DC,CD14 Mono,8.281593944,4.569869712
Progenitor cells,Prog_RBC,5.613416816,4.469348148
T cell,CD8 Naive,-7.162896012,-3.932702586
B cell,Naive B,3.546660329,-11.54383831
T cell,CD8 Naive,-7.434459542,-4.212209508
Mono/DC,CD14 Mono,7.591240074,3.420292094
T cell,CD8 Memory_1,-5.101111744,-2.563934609
Mono/DC,CD14 Mono,7.665616657,4.173852161
NK,NK,1.910818125,-5.017104909
Mono/DC,CD14 Mono,5.055946972,5.747908786
T cell,CD8 Effector_1,-4.146773671,-3.656065032
T cell,MAIT,-3.64613304,-0.876859352
T cell,CD8 Naive,-7.61093602,-6.152747914
T cell,CD8 Naive,-7.393253182,-5.559288785
Progenitor cells,Prog_RBC,5.866001751,-4.891374871
Mono/DC,CD14 Mono,6.102006103,6.009621337
Mono/DC,CD14 Mono,6.392647411,5.222757057
Mono/DC,pDC,7.983679439,5.356693939
T cell,CD4 Memory,-3.647512291,3.87689133
T cell,CD8 Naive,-6.580258702,-3.877742097
T cell,CD4 Memory,-2.56950054,7.253383354
Progenitor cells,Prog_RBC,2.523802663,-0.701204464
T cell,CD4 Memory,-4.675711964,6.502454475
T cell,gdT,-3.786635731,-0.105240658
T cell,CD4 Naive,-6.367318962,5.457610801
NK,NK,1.028881933,-5.121777341
T cell,CD4 Naive,-8.87753806,5.624890521
T cell,CD4 Memory,-3.824223135,3.73025389
Mono/DC,CD16 Mono,8.63565221,0.959171847
T cell,CD4 Naive,-9.0057281,6.360972598
Progenitor cells,Prog_RBC,6.775816585,-3.92271404
Progenitor cells,Prog_B 2,2.383423473,-10.03996353
T cell,CD4 Memory,-3.323148821,6.22939463
T cell,CD4 Naive,-8.803449963,6.210586265
B cell,Memory B,1.213055517,-11.89943199
Mono/DC,CD14 Mono,7.397924568,5.920070842
Mono/DC,CD14 Mono,6.677817489,5.499348357
B cell,Memory B,1.889333631,-11.11244373
T cell,CD8 Naive,-7.171433781,-4.815880582
T cell,gdT,-3.445800398,-0.876712367
Mono/DC,CD14 Mono,7.094475891,3.823558048
T cell,CD4 Naive,-6.713043545,5.572154716
T cell,CD4 Memory,-4.070237015,6.962711051
T cell,CD8 Naive,-1.440815066,-1.535017893
T cell,CD4 Naive,-7.779490803,6.146931842
T cell,MAIT,-4.581574772,-0.304487668
T cell,CD8 Naive,-4.201834534,-4.991452023
T cell,CD8 Naive,-7.162667607,-4.010470435
T cell,CD4 Naive,-8.223135327,4.497106269
Progenitor cells,Prog_DC,6.578463699,0.04121621
T cell,CD4 Memory,-3.206714962,6.289859012
T cell,CD8 Naive,-7.175287579,-4.319706723
Mono/DC,CD14 Mono,5.016947891,5.246694282
T cell,CD4 Naive,-7.299682473,5.833560184
T cell,CD4 Naive,-8.079732273,4.791729167
T cell,CD8 Naive,-8.451783512,-3.970156237
T cell,CD4 Memory,-3.76832876,5.897843555
T cell,CD4 Naive,-7.061679695,5.956895545
Mono/DC,CD14 Mono,5.418383266,4.852293685
B cell,Memory B,1.367398526,-11.88963108
T cell,CD8 Memory_1,-6.532316063,-4.545668885
Mono/DC,CD14 Mono,6.849006797,5.14919062
Mono/DC,CD14 Mono,5.914363529,4.072093204
T cell,CD4 Naive,-6.706427906,4.815951064
T cell,MAIT,-4.505204533,-0.073407963
Mono/DC,CD14 Mono,7.15053239,6.397673801
B cell,Memory B,1.974789049,-10.62517719
Mono/DC,CD14 Mono,6.708087112,5.530094817
T cell,CD8 Memory_2,-4.531986092,-2.540520951
NK,NK,1.418709661,-5.400740906
B cell,Memory B,2.182491686,-12.876581
Mono/DC,CD14 Mono,5.696074154,2.934354976
B cell,Naive B,2.866836454,-11.26987724
T cell,CD4 Memory,-4.463094567,5.57918711
T cell,CD4 Memory,-2.62245879,5.993547633
Mono/DC,CD14 Mono,4.863014366,4.520725444
T cell,CD4 Memory,-3.877724503,6.878235057
T cell,CD4 Naive,-8.549023007,4.720195487
B cell,Naive B,4.295310165,-11.39074211
Mono/DC,CD14 Mono,5.012873794,0.732982472
Mono/DC,CD14 Mono,7.170178081,4.597487167
T cell,CD4 Naive,-6.900985573,6.459130004
T cell,CD4 Memory,-2.211223696,6.590991691
Mono/DC,CD14 Mono,5.872932579,4.439236358
T cell,CD4 Naive,-7.879791592,6.187908366
Progenitor cells,Prog_RBC,6.1690475,-2.626944825
T cell,CD8 Naive,-7.830587719,-5.270159051
Mono/DC,CD14 Mono,7.573455002,4.890271858
Mono/DC,CD14 Mono,6.50382724,5.428675845
Mono/DC,CD14 Mono,7.043893482,4.517090514
Mono/DC,CD14 Mono,5.471109058,5.712615684
NK,NK,1.110041763,-4.929534241
B cell,Naive B,4.141949321,-10.83511524
T cell,CD8 Naive,-7.327949856,-6.511198804
B cell,Naive B,3.479271557,-10.94096546
Mono/DC,CD14 Mono,7.558295395,5.488658622
Mono/DC,CD14 Mono,8.478602077,5.128836826
B cell,Naive B,3.690093185,-11.63378696
T cell,CD4 Naive,-7.537775849,7.32044287
T cell,CD4 Naive,-8.747970913,5.874582485
T cell,CD4 Naive,-8.536049221,6.089127258
T cell,CD8 Naive,-7.145368431,-3.503743693
Mono/DC,CD14 Mono,6.385915424,3.527707055
B cell,Memory B,1.276081826,-10.77339725
T cell,CD4 Naive,-6.500837658,4.112260536
Progenitor cells,GMP,7.535798217,1.742248967
T cell,CD4 Naive,-9.080788945,6.56203194
T cell,CD4 Naive,-8.133321141,5.262489513
T cell,CD4 Memory,-4.026530121,7.240313247
Mono/DC,CD14 Mono,7.888636257,5.497043327
Progenitor cells,Prog_DC,6.339217331,2.07247968
T cell,CD8 Naive,-1.65838704,-1.059395298
NK,NK,1.327434088,-5.036055848
T cell,CD8 Naive,-7.778182839,-3.332145974
B cell,Memory B,1.585338976,-11.90726547
T cell,CD4 Naive,-7.525316094,6.874808028
T cell,CD4 Naive,-8.602661465,6.065755084
Progenitor cells,LMPP,7.083355095,-1.689878508
Mono/DC,CD14 Mono,7.289305832,3.297424272
T cell,CD8 Naive,-5.813730095,-4.369536683
T cell,CD4 Memory,-3.443282221,7.488198474
Progenitor cells,GMP,5.239407684,0.460469559
T cell,CD4 Naive,-7.744523857,5.7170517
T cell,CD8 Memory_1,-4.399209355,-2.873552367
B cell,Naive B,3.908939745,-10.80603389
B cell,Naive B,2.576245214,-10.78404216
T cell,CD4 Memory,-2.311355208,7.08011885
T cell,CD4 Naive,-6.571712349,4.370464519
Progenitor cells,Prog_RBC,6.33130994,-4.427843854
T cell,CD8 Naive,-6.788252209,-3.991818711
T cell,CD4 Naive,-8.762182568,5.712701515
Progenitor cells,GMP,6.640566017,4.126580909
B cell,Naive B,3.692530061,-10.81474571
T cell,CD8 Effector_2,-4.70067725,-2.632698104
T cell,CD8 Naive,-7.450962876,-4.23311691
T cell,CD8 Memory_2,-2.779002045,-2.452564284
Mono/DC,CD14 Mono,7.188338901,5.074537471
Mono/DC,CD14 Mono,5.884750988,5.487327293
Mono/DC,CD14 Mono,7.735319282,5.40236111
Mono/DC,CD16 Mono,8.241190578,1.435588077
T cell,CD8 Naive,-7.31594262,-4.32110171
T cell,CD8 Naive,-6.00362191,-4.044115588
T cell,CD8 Naive,-7.32225499,-6.044529721
Progenitor cells,GMP,6.953962471,0.119374231
T cell,CD4 Naive,-8.450234745,4.945544437
T cell,CD8 Memory_1,-3.600402449,-1.887174651
B cell,Naive B,2.65145054,-9.992072865
T cell,CD8 Naive,-7.687649105,-5.258406445
Mono/DC,CD14 Mono,7.525755073,5.210084155
Mono/DC,CD14 Mono,7.235341694,5.558701709
T cell,CD8 Naive,-6.90722308,-4.276188418
Mono/DC,CD14 Mono,7.644556667,4.0492322
T cell,CD4 Naive,-6.568258618,4.989207462
Progenitor cells,LMPP,6.801625873,-1.38472633
T cell,CD4 Naive,-8.531132077,5.219011024
T cell,CD8 Naive,-7.034443711,-3.929667041
T cell,CD4 Naive,-8.718109463,4.880605891
T cell,CD4 Naive,-7.352897976,6.143455222
Progenitor cells,HSC,6.650770332,-3.526292369
Mono/DC,CD14 Mono,5.627772953,4.682303146
T cell,CD4 Naive,-8.533911084,6.729188636
B cell,Memory B,0.918407346,-9.800245091
Mono/DC,CD14 Mono,6.753226425,5.70323439
Progenitor cells,Prog_RBC,6.353547241,-5.17372255
Mono/DC,CD14 Mono,5.159749653,3.797349647
Progenitor cells,Prog_DC,7.426173355,0.973984316
T cell,CD8 Naive,-8.261752461,-4.913308427
T cell,CD4 Memory,-3.291183327,4.018071368
Mono/DC,CD14 Mono,5.042631294,5.456166461
T cell,CD4 Memory,-1.881602381,5.759389118
B cell,Memory B,2.82276931,-10.42838077
Mono/DC,CD14 Mono,7.406444694,5.346346095
T cell,CD8 Naive,-6.298412178,-4.458733365
T cell,CD8 Naive,-6.541132782,-4.783182427
NK,NK,0.574781503,-3.72229819
B cell,Naive B,3.64986601,-11.98704891
T cell,CD4 Naive,-8.451740597,6.101816848
Mono/DC,CD14 Mono,6.001601364,5.239147857
Progenitor cells,LMPP,6.780740883,-2.584176347
Mono/DC,CD14 Mono,7.174231197,5.548014358
Mono/DC,cDC2,6.907790805,1.882842496
T cell,CD4 Memory,-2.057812308,6.693866924
B cell,Naive B,2.372612621,-11.64728622
T cell,CD4 Naive,-9.171862934,5.875446037
Progenitor cells,Prog_RBC,4.545827533,-0.942898497
T cell,CD4 Memory,-4.828771447,6.280979827
Progenitor cells,HSC,3.762150432,-0.165083557
Mono/DC,CD14 Mono,8.3448092,5.511213496
T cell,CD4 Naive,-6.695923184,5.326247409
B cell,Naive B,4.260753776,-11.52860431
T cell,CD8 Naive,-6.486548756,-4.073417231
Mono/DC,CD14 Mono,7.216700222,5.846173003
T cell,MAIT,-4.412540291,-0.195278793
T cell,CD8 Naive,-3.883581255,-4.902055546
T cell,CD4 Naive,-7.141534661,1.412340596
T cell,CD4 Naive,-7.901341771,7.09724541
Mono/DC,CD14 Mono,7.878663685,5.983847335
T cell,CD8 Naive,-7.235910748,-3.370335147
T cell,CD8 Naive,-6.849702214,-4.130233094
B cell,Naive B,4.531995918,-11.37422065
NK,CD56 bright NK,1.652298476,-5.552772328
T cell,CD4 Naive,-8.009739254,5.876302913
B cell,Memory B,3.777460958,-12.82005577
Progenitor cells,Prog_DC,8.494061138,3.089611009
T cell,CD8 Naive,-4.528314446,-4.87941198
T cell,CD4 Naive,-8.761811589,6.426013187
T cell,CD8 Naive,-6.383713578,-4.765650555
Mono/DC,CD14 Mono,5.178263332,5.234501079
T cell,CD8 Naive,-6.41677842,-3.420652434
T cell,CD4 Naive,-7.105058049,4.626541808
T cell,CD4 Memory,-2.090740298,6.051679805
T cell,CD4 Memory,-3.176722144,6.873001292
Progenitor cells,GMP,6.14112487,1.734912828
T cell,CD4 Naive,-8.344218586,5.859173015
T cell,CD4 Memory,-3.54416046,3.662180141
T cell,gdT,-3.789719437,-0.642929092
Progenitor cells,GMP,7.472527649,1.098815277
Progenitor cells,GMP,6.713762905,-1.153504357
Mono/DC,CD14 Mono,6.654780533,4.004577831
Mono/DC,CD14 Mono,6.350908901,2.262909606
T cell,CD8 Naive,-6.752460335,-4.462993905
T cell,CD4 Memory,-2.888956164,5.720014289
Mono/DC,CD14 Mono,6.925983097,4.514079288
B cell,Memory B,1.873405363,-11.70782737
Progenitor cells,GMP,6.769748356,-1.858551904
T cell,CD4 Naive,-7.162655686,1.656425432
B cell,Naive B,3.450346376,-11.12138633
T cell,CD4 Memory,-1.761909579,6.834742263
B cell,Memory B,1.960460211,-12.37485675
T cell,CD4 Memory,-6.615590905,6.943134502
T cell,CD8 Naive,-7.906368588,-4.870135113
Mono/DC,CD14 Mono,4.973051693,3.68275471
T cell,CD4 Memory,-3.9363986,7.023256496
Progenitor cells,Prog_DC,5.201354171,0.029012546
T cell,CD4 Memory,-1.886166309,6.261375144
B cell,Naive B,3.213104393,-11.57780342
Mono/DC,CD14 Mono,6.411862995,4.940272048
Mono/DC,CD14 Mono,6.854108001,4.218447402
T cell,CD8 Memory_1,-5.464300488,-4.065013692
T cell,CD4 Naive,-7.694378231,6.787282184
B cell,Naive B,2.896833326,-11.57103901
Mono/DC,CD14 Mono,7.801363613,4.646237567
Progenitor cells,GMP,7.161264564,2.839017823
T cell,CD4 Naive,-8.707335804,6.182379916
T cell,CD4 Naive,-7.425918911,5.457303241
T cell,CD4 Memory,-3.301112269,6.585142329
Mono/DC,CD16 Mono,7.848233844,1.626034573
Mono/DC,CD14 Mono,5.2713367,3.476768211
T cell,CD8 Naive,-6.692369316,-3.91363959
Mono/DC,CD14 Mono,7.103967334,5.655542568
T cell,CD4 Memory,-2.940626477,7.005309776
T cell,CD4 Memory,-2.870591734,7.287826732
Mono/DC,CD14 Mono,6.641289856,4.597413257
Mono/DC,CD14 Mono,7.914668705,3.711366847
T cell,CD4 Naive,-6.890368794,5.819130138
T cell,CD8 Naive,-7.25451598,-4.629205033
T cell,CD8 Naive,-7.003200386,-4.875672623
Progenitor cells,Prog_RBC,5.941140319,-5.549658105
T cell,CD8 Memory_2,-2.800198172,-2.502352759
Mono/DC,CD14 Mono,6.602536823,4.996243671
Mono/DC,CD14 Mono,5.88723817,3.880903915
T cell,CD8 Naive,-6.476857518,-4.100318238
Mono/DC,CD14 Mono,7.198872711,5.347657398
NK,NK,-8.590220784,5.894802764
T cell,CD4 Memory,-2.281329487,6.975986198
B cell,Naive B,3.123585369,-11.2092741
T cell,CD4 Naive,-7.819223736,6.585981563
Mono/DC,CD14 Mono,4.763800289,4.862037853
Mono/DC,CD14 Mono,6.01648822,4.820527747
Mono/DC,CD14 Mono,5.961107875,3.934612945
Progenitor cells,GMP,7.546458866,4.959244445
B cell,Memory B,2.301936294,-9.333759114
T cell,CD8 Naive,-7.40880761,-3.705134675
T cell,CD8 Effector_2,-3.882498835,-3.643698498
NK,NK,1.236536647,-4.628091618
NK,NK,1.180401231,-5.107466027
Progenitor cells,Prog_RBC,7.123480941,4.47671862
NK,NK,1.229900743,-3.490812585
NK,NK,0.92597511,-3.294657752
T cell,CD8 Effector_2,-3.893501376,-2.827900931
Mono/DC,cDC2,6.335545684,1.30656977
T cell,gdT,-3.593170021,-1.08499597
Mono/DC,cDC2,5.944246914,4.895158008
Progenitor cells,GMP,6.46133485,2.005801872
T cell,CD8 Effector_1,-4.100742195,-3.757159754
Mono/DC,cDC2,5.796440269,3.308361486
T cell,CD4 Naive,-6.597223137,6.356047347
T cell,CD4 Memory,-4.316481446,6.678147033
T cell,Treg,-4.90613303,5.158289626
Progenitor cells,Prog_B 1,6.589322712,-1.512662575
Mono/DC,CD14 Mono,6.572785045,6.052419856
B cell,Naive B,2.971350099,-10.59104805
Progenitor cells,LMPP,6.660691883,-0.350945385
Mono/DC,CD14 Mono,7.155796672,4.491896346
Progenitor cells,GMP,4.222511913,1.18295379
T cell,CD8 Naive,-6.564716671,-5.321645066
T cell,CD8 Naive,-7.323976372,-5.957259461
T cell,CD8 Naive,-7.408504341,-3.342673823
B cell,Naive B,2.833023693,-11.28813152
T cell,CD8 Naive,-3.940473173,-4.926908299
T cell,CD4 Naive,-7.808951233,7.267446712
T cell,CD4 Naive,-8.79949889,5.699760154
B cell,Naive B,4.400207664,-11.60335712
T cell,CD4 Memory,-2.075095747,5.678263381
T cell,CD8 Naive,-7.371510838,-6.167656228
Progenitor cells,Prog_B 2,2.89603224,-9.754955098
NK,NK,1.317354347,-4.701947495
Mono/DC,CD14 Mono,7.943256046,4.793398574
T cell,CD4 Memory,-3.790117834,6.643751338
T cell,CD4 Memory,-3.212584828,7.21851702
Progenitor cells,GMP,7.033917095,1.224971727
T cell,CD4 Naive,-7.481667851,1.821063712
T cell,MAIT,-4.109110688,-0.815237626
T cell,gdT,-4.096841191,0.102868721
T cell,CD4 Naive,-6.70982108,4.864532665
Mono/DC,CD14 Mono,7.151868011,5.78231974
T cell,CD4 Memory,-3.67931733,3.519400075
T cell,CD8 Naive,-7.501278733,-4.606993005
Progenitor cells,GMP,7.06343713,-0.934795901
Mono/DC,pDC,7.329003956,0.476263717
Mono/DC,CD14 Mono,8.370875026,4.039369777
B cell,Memory B,2.578699495,-11.80326824
T cell,CD4 Naive,-8.696984623,6.548781589
T cell,CD8 Naive,-6.929907654,-4.382760331
Mono/DC,CD14 Mono,6.765895511,4.567733482
Mono/DC,CD14 Mono,5.264125492,4.729502872
Mono/DC,CD16 Mono,8.899100925,1.048507646
T cell,CD4 Memory,-4.054733609,3.877547458
T cell,CD4 Naive,-8.807862614,6.421649173
NK,NK,1.86673906,-5.339552209
B cell,Naive B,3.837169792,-12.85122947
Progenitor cells,GMP,6.8697392,-2.445614144
T cell,CD4 Naive,-8.705431317,6.556816772
Mono/DC,CD14 Mono,8.933208133,6.209941581
T cell,CD8 Naive,-6.212477063,-4.477575108
T cell,CD4 Naive,-6.59399495,6.032057956
T cell,CD8 Memory_2,-1.90863416,-2.117527887
T cell,CD4 Naive,-6.499948357,5.486218169
T cell,CD4 Memory,-2.287193392,5.572725967
Mono/DC,CD14 Mono,6.723760749,5.612423614
T cell,CD8 Naive,-7.006568287,-5.151280686
Progenitor cells,LMPP,6.72105899,-2.746390387
T cell,CD4 Naive,-8.372346257,5.400483802
T cell,CD8 Naive,-6.093649243,-5.513497636
T cell,CD4 Naive,-7.641085957,6.234770492
T cell,CD4 Naive,-4.467362259,3.330785468
NK,NK,1.878360655,-4.933549687
T cell,gdT,-3.781737183,0.134888157
T cell,CD8 Naive,-7.229818199,-3.923667714
T cell,CD8 Effector_2,-3.640782212,-3.693758532
Progenitor cells,Prog_Mk,3.79446664,-9.789582059
B cell,Memory B,1.716962005,-12.00088195
T cell,CD4 Naive,-6.932223175,5.852826312
Mono/DC,CD14 Mono,4.992326404,0.77591677
T cell,CD8 Naive,-1.495274638,-1.008453056
Progenitor cells,GMP,6.692590381,0.511100307
T cell,CD8 Naive,-6.388533924,-4.463842198
Mono/DC,CD14 Mono,6.438619758,5.279881194
Mono/DC,CD14 Mono,5.37361684,4.763524249
Mono/DC,CD14 Mono,7.864802028,4.811554149
T cell,CD4 Memory,-6.136650418,6.825272277
T cell,CD4 Naive,-7.395683621,7.138951972
T cell,CD8 Naive,-1.395351504,-1.068418786
T cell,CD4 Naive,2.030115749,3.482529357
T cell,CD4 Naive,-6.994804715,5.400606826
Progenitor cells,Prog_B 1,-5.892127369,4.90376015
T cell,CD4 Naive,-8.223100994,5.238966659
Mono/DC,CD14 Mono,6.254997398,3.559379295
T cell,CD4 Memory,-2.587354039,6.767140582
B cell,Naive B,3.592139866,-11.87676983
T cell,CD8 Naive,-6.831186627,-4.321560904
T cell,CD4 Memory,-3.406107281,4.761723235
T cell,CD8 Naive,-7.023335312,-4.876033112
Progenitor cells,Prog_DC,6.368451263,0.514598444
T cell,CD8 Naive,-7.146239613,-4.426910207
T cell,CD4 Naive,-6.713994835,6.246200755
T cell,CD8 Naive,-7.21035466,-4.325391099
Mono/DC,CD14 Mono,6.887910511,6.262079433
T cell,CD4 Memory,-4.22629485,6.618286327
Mono/DC,cDC2,5.614258434,3.228739217
Mono/DC,CD14 Mono,5.887711193,5.679492191
Mono/DC,cDC2,7.070737983,2.054175094
B cell,Memory B,2.760208275,-10.28023987
T cell,CD8 Naive,-6.184158181,-5.065978333
Mono/DC,CD14 Mono,8.826792385,5.784667686
T cell,CD4 Naive,-8.610965107,6.466808513
T cell,CD4 Memory,-3.436602925,6.440683559
Mono/DC,CD14 Mono,6.68184724,4.096690849
T cell,CD4 Naive,-8.372399662,6.151649669
Progenitor cells,HSC,6.675788547,-2.736874863
T cell,CD8 Naive,-6.582774018,-4.012012765
T cell,CD4 Naive,-9.055489872,6.497720912
NK,NK,1.057466771,-3.634115741
Mono/DC,CD14 Mono,6.24860778,4.596561149
T cell,gdT,-5.984529351,-5.19689922
Mono/DC,CD14 Mono,5.676169063,4.459963039
Mono/DC,CD14 Mono,7.170281078,1.818643764
Mono/DC,CD14 Mono,8.036896373,6.475820258
Mono/DC,CD14 Mono,7.646474983,6.586201862
Progenitor cells,Prog_B 2,3.337633754,-9.574475095
T cell,CD8 Naive,-6.32424054,-4.112442061
Mono/DC,pDC,5.029552604,-0.300708614
Mono/DC,CD14 Mono,5.865519191,5.694326595
B cell,Memory B,1.947596456,-12.5565546
T cell,CD4 Memory,-3.39636669,5.662316039
Progenitor cells,Prog_RBC,6.320612575,-3.41143088
T cell,CD8 Naive,-7.28509364,-3.839064404
Progenitor cells,Prog_RBC,6.652616169,-4.532448098
T cell,CD4 Memory,-4.187439297,6.908210471
T cell,CD8 Naive,-6.519247864,-3.773370787
T cell,CD8 Naive,-7.862955426,-4.847145364
T cell,CD8 Naive,-5.012353752,-4.444062516
T cell,CD8 Memory_2,-4.51619849,-2.564864918
B cell,Naive B,3.786214019,-11.48749714
T cell,CD4 Naive,-7.474751805,6.913461402
T cell,CD4 Naive,-9.331834172,5.948026374
B cell,Memory B,1.742853905,-12.41283683
T cell,CD8 Naive,-7.512130593,-3.862795636
T cell,CD4 Naive,-7.870179032,6.749054149
Mono/DC,CD14 Mono,7.165564205,6.590768054
T cell,CD4 Memory,-1.982984637,6.635747627
B cell,Naive B,3.35524645,-11.80042534
B cell,Naive B,3.790119793,-11.27509765
T cell,CD8 Naive,-7.080890034,-4.764957234
Progenitor cells,Prog_RBC,6.62891164,-3.528031394
Progenitor cells,LMPP,7.103534366,-1.579969331
T cell,CD8 Naive,-7.02772889,-5.689921662
T cell,CD8 Naive,-7.296223973,-4.854647443
