celltype.l1,celltype.l2,UMAP1,UMAP2
T cell,CD4 Naive,4.106434014,3.614483567
T cell,CD4 Naive,3.074499752,2.331810447
T cell,CD8 Effector_1,6.869392063,-5.05153778
T cell,Treg,2.80109873,1.045638593
Progenitor cells,GMP,-7.961094234,-0.498148231
NK,NK,7.924857762,-6.821620254
Mono/DC,CD14 Mono,-7.641076896,3.712521525
Mono/DC,CD14 Mono,-6.798941944,2.334784241
T cell,CD8 Memory_1,7.562506344,-0.153803645
Mono/DC,CD14 Mono,-9.292223308,3.015628072
T cell,CD8 Naive,4.396314766,5.368289204
T cell,CD4 Naive,4.313449051,5.760342332
T cell,CD8 Naive,5.208994057,5.496407719
Mono/DC,CD14 Mono,-9.747328136,4.000516387
T cell,CD4 Memory,7.48093095,2.387810441
B cell,Naive B,-1.806118343,-12.61899975
T cell,CD4 Naive,4.209489252,3.626965733
Mono/DC,CD14 Mono,-10.25025496,5.973117085
T cell,CD4 Naive,4.958315994,3.212359162
NK,NK,7.359867241,-5.566347388
NK,NK,8.317202236,-5.646261958
Mono/DC,CD14 Mono,-6.882578705,2.900809499
T cell,CD4 Naive,2.520921852,2.782669755
T cell,CD4 Naive,4.866576817,4.090946885
Mono/DC,CD14 Mono,-9.496474598,2.633474561
Progenitor cells,Prog_B 1,-5.381829117,-7.832512645
NK,NK,8.142993595,-5.571322231
T cell,MAIT,7.267495777,-2.613420276
T cell,CD4 Memory,5.220382359,4.996811601
Mono/DC,CD14 Mono,-8.160873745,3.966762992
T cell,CD4 Naive,3.359924462,2.203104945
Progenitor cells,LMPP,-5.26150069,-5.451081542
T cell,CD8 Naive,3.275339749,6.057263108
T cell,Treg,2.687162306,1.584454985
T cell,CD4 Naive,6.187958386,3.696511956
T cell,CD8 Memory_2,6.146342423,-3.782167224
T cell,Treg,7.917806771,1.64621255
B cell,Memory B,1.856705334,-11.44773796
T cell,CD8 Effector_1,6.005377438,-3.901023654
Progenitor cells,Prog_RBC,-2.815773342,-3.696070699
T cell,CD4 Memory,4.905280735,1.447540017
Progenitor cells,Prog_B 1,-7.049123142,-5.842259196
T cell,CD8 Naive,3.341404345,6.150353642
Mono/DC,CD14 Mono,-6.946203087,1.458086463
Mono/DC,CD14 Mono,-9.080520962,5.201764794
Mono/DC,CD14 Mono,-10.25103316,5.006457539
T cell,MAIT,6.974320557,-1.801750926
T cell,gdT,6.203072216,-2.585086612
T cell,CD4 Naive,5.473017838,5.803501817
Progenitor cells,Prog_RBC,-2.193912599,-3.096891908
T cell,CD8 Naive,3.729843523,6.275483342
Progenitor cells,HSC,-9.38584647,1.864071818
T cell,CD8 Naive,3.581894781,6.736845227
T cell,CD4 Naive,5.202408459,0.910569759
T cell,CD8 Memory_2,5.829621937,-5.347755698
Mono/DC,CD14 Mono,-6.738674019,0.814051302
Mono/DC,pDC,-10.04210124,-6.247111587
T cell,CD8 Naive,3.466972258,5.847916337
Mono/DC,CD16 Mono,-7.957088802,8.757259103
T cell,CD4 Naive,3.227911617,1.939621301
Mono/DC,CD14 Mono,-8.988513325,2.859862777
T cell,CD4 Naive,2.725277331,1.853197428
B cell,Naive B,-2.34616575,-12.71007183
Progenitor cells,Prog_RBC,-3.906884048,-3.968340186
T cell,CD4 Memory,4.259421017,1.362274023
T cell,CD8 Memory_2,6.040687706,-1.197277574
Progenitor cells,HSC,-6.308263634,-5.928751258
T cell,CD4 Memory,2.371375944,2.004134508
Progenitor cells,Prog_RBC,-2.789693687,-1.371452479
NK,NK,7.632563259,-6.142705707
T cell,CD4 Naive,3.740085985,4.242393704
NK,NK,8.029070999,-6.639879493
Progenitor cells,Prog_RBC,-5.700489376,-4.262238769
T cell,CD8 Naive,2.898971941,5.839433881
Progenitor cells,Prog_RBC,-5.022733543,-4.107031612
T cell,CD8 Memory_1,7.172294285,-4.690520076
T cell,CD4 Naive,5.652802136,4.716396066
Mono/DC,CD14 Mono,-6.829458092,1.050806077
B cell,Memory B,0.639638897,-10.74880817
T cell,CD8 Naive,2.187731054,3.061864348
T cell,CD8 Naive,2.862143662,3.062392684
Mono/DC,CD14 Mono,-7.086967323,2.922601434
T cell,CD4 Naive,2.552723553,1.311102958
Mono/DC,CD14 Mono,-7.766593311,3.07272646
B cell,Memory B,-0.133602891,-10.53046921
T cell,CD4 Memory,6.083410885,0.941956671
Mono/DC,CD14 Mono,-9.172609661,5.38732359
T cell,CD4 Naive,6.385431912,3.407407018
T cell,Treg,5.657365944,5.16127226
NK,NK,8.215634491,-5.072132377
T cell,CD8 Naive,2.25657573,3.504139396
T cell,Treg,3.131812479,2.362118932
Mono/DC,CD16 Mono,-8.278451298,8.465041848
Mono/DC,CD14 Mono,-9.380091045,3.348898145
T cell,CD8 Naive,3.996634629,7.101475449
Mono/DC,CD14 Mono,-7.57478175,0.854976447
Mono/DC,CD14 Mono,-7.248566959,4.945532056
B cell,Naive B,-1.020167325,-12.91375187
T cell,CD8 Naive,3.41895118,2.860978576
Progenitor cells,GMP,-7.863352154,-1.70488718
T cell,CD4 Naive,3.907135632,3.061429234
Mono/DC,CD14 Mono,-9.49199805,6.301684113
T cell,CD8 Memory_1,6.88715234,-1.595338253
Mono/DC,CD14 Mono,-10.26709876,5.324696275
Mono/DC,CD14 Mono,-7.53356633,3.752356025
Progenitor cells,Prog_RBC,-3.959295604,-3.731468229
T cell,CD8 Naive,2.912362482,6.512975903
T cell,CD4 Naive,4.365358021,3.379862281
Mono/DC,CD14 Mono,-8.221248958,3.474204751
T cell,gdT,7.539650109,-3.206843881
Mono/DC,CD14 Mono,-9.099848125,2.360391112
T cell,CD8 Naive,3.885088351,5.807057591
Progenitor cells,Prog_DC,-11.68158755,1.265291425
T cell,CD8 Effector_2,5.277669098,-3.087435035
T cell,CD4 Memory,4.209055807,4.051125975
T cell,CD4 Naive,2.849551346,1.804331156
Mono/DC,CD14 Mono,-8.52840266,4.471610757
Mono/DC,CD14 Mono,-8.42005286,4.173669072
Progenitor cells,Prog_DC,-4.664673183,-5.508685378
T cell,CD4 Naive,2.96786752,2.801976176
B cell,Naive B,0.991159346,-11.81096199
T cell,CD4 Memory,6.79122844,-0.458324401
T cell,CD4 Memory,6.451323654,3.227322312
T cell,CD8 Effector_1,6.136936333,-5.344723491
T cell,CD4 Memory,7.820235398,1.819259616
Mono/DC,CD14 Mono,-7.461185787,4.685118409
Mono/DC,CD14 Mono,-9.321071956,3.283375712
Progenitor cells,Prog_RBC,-4.267081116,-3.961144714
B cell,Plasmablast,-2.998678777,-6.358542709
Mono/DC,CD14 Mono,-8.897627208,4.866610261
T cell,CD4 Memory,6.926804688,0.863828929
Mono/DC,CD14 Mono,-7.678125236,3.976437779
T cell,CD4 Memory,8.177819874,1.408709617
T cell,CD4 Naive,5.438830044,4.760497781
NK,NK,8.353994992,-5.853889255
Progenitor cells,Prog_RBC,-5.281657074,-3.932187585
T cell,CD8 Naive,4.345396187,7.210193368
B cell,Plasmablast,-2.537632082,-6.564000873
T cell,CD4 Memory,7.530905392,1.013499649
T cell,CD4 Naive,3.508031275,1.133504124
Mono/DC,CD14 Mono,-8.29216132,1.740287276
B cell,Naive B,-2.308082435,-13.07111767
T cell,CD4 Naive,5.473940518,5.397106858
Progenitor cells,Prog_DC,-11.77897296,1.540604444
T cell,CD4 Memory,7.108759072,1.905177923
Progenitor cells,HSC,-6.67092881,-5.712655334
Mono/DC,CD14 Mono,-7.476313446,3.984378548
Mono/DC,cDC2,-12.05623278,3.357163163
T cell,CD8 Memory_1,6.48073354,-0.978208808
T cell,CD8 Naive,3.092945721,5.983305188
B cell,Memory B,-0.322038386,-10.57824638
T cell,CD4 Memory,8.073501255,1.044738921
Mono/DC,pDC,-9.909440372,-6.647454051
T cell,CD4 Memory,6.261092331,1.339124294
Mono/DC,CD14 Mono,-9.027100895,1.215538832
Mono/DC,cDC2,-11.78810248,4.026851626
T cell,CD4 Memory,5.054229405,0.753181847
B cell,Plasmablast,-3.486179207,-6.089525012
Progenitor cells,Prog_DC,-11.58762488,1.772932144
T cell,CD4 Memory,8.334399845,0.639535876
Progenitor cells,GMP,-7.478587959,-0.678424386
Mono/DC,CD16 Mono,-8.680355404,8.032456609
T cell,CD8 Naive,3.615166332,5.463104459
T cell,gdT,7.126727726,-2.834698228
Mono/DC,CD16 Mono,-8.688058231,8.174187394
Progenitor cells,GMP,-7.503879879,-2.059601096
B cell,Memory B,1.915901806,-11.49977329
Mono/DC,CD14 Mono,-9.71384177,4.699307175
T cell,CD4 Memory,7.489496376,1.180719109
Progenitor cells,Prog_B 2,-5.926926945,-7.837408809
Mono/DC,CD14 Mono,-8.102254246,5.249468537
Mono/DC,CD14 Mono,-9.414555881,6.308486195
Progenitor cells,Prog_DC,-11.74958358,1.420430036
T cell,CD8 Naive,4.297378685,5.806534024
T cell,CD8 Memory_2,6.396904614,0.233242424
T cell,MAIT,7.301001217,-2.094648389
T cell,gdT,7.613733437,-1.501512078
NK,NK,8.144921448,-6.574271945
T cell,CD8 Naive,2.515786078,5.330693932
T cell,CD4 Naive,2.721826222,3.177674027
T cell,CD4 Memory,5.624429848,1.295464965
B cell,Memory B,-0.515295718,-10.43162468
Mono/DC,pDC,-9.669448231,-6.908436565
T cell,CD4 Naive,5.638312008,4.956057282
T cell,CD8 Memory_2,6.061410572,-4.826790122
T cell,CD8 Naive,4.089837935,5.412788125
T cell,gdT,7.51799741,-2.928674964
T cell,CD4 Naive,4.456474449,3.862429353
Mono/DC,CD14 Mono,-9.790489528,5.958462449
T cell,CD8 Naive,3.415627148,5.513143273
T cell,CD8 Memory_1,7.660244133,-2.33334711
T cell,CD8 Naive,2.99761739,5.648417207
T cell,CD8 Naive,3.663291838,5.449012967
Progenitor cells,Prog_RBC,-2.495445822,-1.385993866
Progenitor cells,Prog_B 1,-8.957721088,3.098747464
T cell,CD4 Naive,3.600525763,5.013489457
T cell,CD4 Memory,5.725552227,0.843402537
NK,NK,8.264143612,-6.381885795
T cell,MAIT,6.652830746,-1.944695262
T cell,CD8 Effector_1,6.074517872,-4.6871846
Progenitor cells,LMPP,-5.666783188,-5.622332839
B cell,Naive B,-1.451258514,-10.71934059
T cell,CD4 Naive,4.658788826,2.77988884
T cell,CD8 Naive,3.15319052,3.241882773
T cell,CD8 Naive,4.07993212,4.166771622
T cell,CD8 Effector_1,6.113753941,-5.457527427
Mono/DC,CD14 Mono,-8.085998867,4.265691968
Mono/DC,CD14 Mono,-9.32373843,2.74416277
Mono/DC,CD14 Mono,-9.879674289,5.785100194
Progenitor cells,Prog_RBC,-3.344391439,-3.908548383
Progenitor cells,Prog_RBC,-2.269076441,-1.834638862
B cell,Memory B,-0.199884359,-10.59428337
T cell,CD8 Naive,1.943410423,2.922644349
NK,NK,7.487779286,-3.622160939
T cell,CD8 Naive,3.316230204,6.221563073
T cell,CD4 Memory,6.315134194,5.152876588
T cell,CD4 Memory,7.623697903,0.664656254
T cell,CD4 Memory,7.565788414,2.307289573
Progenitor cells,Prog_RBC,-3.064093445,-3.836682824
T cell,CD8 Naive,4.741855767,5.466965886
B cell,Memory B,-0.392750893,-10.37512138
T cell,CD4 Naive,4.063979532,4.598748418
T cell,CD4 Memory,4.915784027,2.054478737
T cell,CD4 Naive,3.730777409,3.251767131
Progenitor cells,Prog_DC,-8.807660435,-0.088157816
NK,CD56 bright NK,6.552434113,3.046526404
Mono/DC,CD14 Mono,-8.577138279,8.207524987
Progenitor cells,GMP,-7.48041663,-0.598298458
Mono/DC,CD14 Mono,-9.217045162,5.527693482
Progenitor cells,GMP,-8.646434162,-0.180621279
B cell,Memory B,0.377815951,-10.47879627
T cell,CD8 Naive,3.731580641,7.009967061
T cell,CD8 Effector_1,6.320569184,-4.494725494
Mono/DC,CD14 Mono,-6.971407745,3.041402312
T cell,CD4 Memory,8.086247589,0.40617043
Progenitor cells,Prog_DC,-8.330774639,-0.964300541
T cell,CD4 Memory,5.896498825,1.832365962
T cell,CD4 Naive,2.368312981,2.764230939
T cell,CD4 Naive,4.432819988,4.57465479
T cell,CD4 Memory,4.020306017,1.276499005
Mono/DC,CD14 Mono,-8.613989208,0.763890894
B cell,Memory B,1.223568585,-11.01796177
T cell,CD8 Naive,3.62896743,6.030062886
T cell,CD4 Memory,7.08747926,0.385663243
B cell,Naive B,-0.81630275,-12.51449421
Mono/DC,CD16 Mono,-7.861098621,8.534275742
Progenitor cells,Prog_RBC,-4.495086048,-4.957303313
T cell,CD4 Memory,4.878613617,4.943294259
T cell,CD4 Naive,4.537552979,6.029158326
T cell,CD8 Naive,3.854406979,6.683997365
Mono/DC,CD14 Mono,-9.497997616,4.51350853
NK,NK,8.668834355,-6.354357032
T cell,CD8 Naive,4.279035237,3.470689984
T cell,CD8 Naive,4.71261182,6.585928174
Mono/DC,CD16 Mono,-8.043166492,8.463608476
T cell,CD4 Memory,7.64853492,2.10761735
T cell,CD8 Naive,2.193783667,1.540021988
B cell,Memory B,0.090535026,-10.42495659
T cell,MAIT,7.289199497,-2.263499526
Mono/DC,CD14 Mono,-8.643361423,4.044621678
Mono/DC,CD14 Mono,-10.79112658,4.55411789
T cell,Treg,2.229843523,1.556765171
Progenitor cells,HSC,-5.700996254,-5.637203483
Mono/DC,CD14 Mono,-8.612918232,4.170345517
Mono/DC,CD14 Mono,-7.16466317,5.029971333
Mono/DC,CD14 Mono,-7.252239082,4.437884064
T cell,CD4 Naive,5.507247593,4.603296014
T cell,CD4 Naive,3.0931057,2.225578519
T cell,CD4 Naive,5.941214707,4.640166016
T cell,CD4 Naive,5.087760594,4.873016091
Progenitor cells,GMP,-7.684312198,-3.31422594
Progenitor cells,Prog_RBC,-5.326182697,-4.008553294
T cell,CD4 Naive,3.004475977,1.403296562
Mono/DC,CD14 Mono,-8.916486118,4.603449078
Progenitor cells,Prog_RBC,-3.03033695,-1.419105438
T cell,CD8 Naive,4.559623387,5.088052483
B cell,Memory B,0.394504513,-11.36422851
T cell,CD4 Memory,7.54783025,1.474010678
T cell,CD4 Naive,3.683973696,0.94934419
Progenitor cells,LMPP,-6.096196029,-5.590860633
Progenitor cells,Prog_B 2,-5.892295215,-7.959512977
NK,NK,8.178368714,-5.815503387
T cell,CD8 Effector_2,4.982679035,-2.947032479
T cell,CD8 Naive,5.645718243,5.39079258
T cell,CD8 Naive,3.552512314,6.868065568
T cell,CD4 Memory,7.483926441,0.993519636
Mono/DC,CD14 Mono,-10.57778296,5.253070565
Mono/DC,CD14 Mono,-6.984853122,4.741566392
T cell,CD4 Naive,6.78770652,3.546629878
Mono/DC,CD14 Mono,-8.222694729,2.354657861
T cell,CD4 Memory,7.561504509,-1.391181854
T cell,CD4 Memory,6.734549668,0.791527839
B cell,Naive B,-1.170494173,-12.97589996
Mono/DC,CD14 Mono,-9.632404659,5.756875726
T cell,CD4 Naive,4.565592434,2.535768719
Progenitor cells,GMP,-8.264790867,-1.92505577
T cell,CD8 Naive,4.186375525,5.752719136
T cell,CD8 Memory_2,5.744127896,-4.082241325
Mono/DC,CD14 Mono,-7.568943832,-1.752363233
T cell,CD8 Naive,1.609986212,2.577198954
Progenitor cells,Prog_RBC,-2.736823175,-1.286022095
Mono/DC,CD14 Mono,-8.00187907,2.190184327
T cell,CD4 Naive,3.397598889,2.672372075
Mono/DC,CD14 Mono,-9.019925449,2.037334534
Progenitor cells,GMP,-7.26077399,-0.111127971
T cell,CD8 Effector_1,6.084284928,-5.452232627
Progenitor cells,LMPP,-5.711510513,-5.545452861
Mono/DC,CD14 Mono,-7.983571384,1.135365458
Mono/DC,CD14 Mono,-9.317714069,6.119859429
T cell,CD8 Naive,3.420126822,6.173721047
Progenitor cells,Prog_B 1,-5.930773113,-6.387411861
T cell,CD4 Naive,2.436999705,2.094755145
T cell,CD4 Memory,7.194440033,0.582078071
Mono/DC,CD14 Mono,-8.828370426,3.205681296
Progenitor cells,Prog_RBC,-4.608477447,-3.953869132
T cell,CD4 Naive,5.793631699,5.655094834
Progenitor cells,Prog_B 1,-7.120324943,-6.00878456
Mono/DC,CD14 Mono,-7.242926929,1.490769597
T cell,CD4 Naive,4.102293875,5.003717633
T cell,CD4 Naive,5.798564102,5.253255578
T cell,CD4 Memory,6.668058541,1.493540259
Progenitor cells,GMP,-8.459257458,-0.364780633
B cell,Memory B,0.695448127,-11.26234558
T cell,CD4 Memory,6.362446453,3.343971463
Mono/DC,cDC2,-11.87711653,3.626951428
T cell,CD8 Memory_1,6.989053395,-1.868631391
Mono/DC,cDC2,-11.31756434,3.433732482
T cell,CD8 Memory_2,5.986229088,-5.499027042
B cell,Memory B,0.738491531,-12.22274235
B cell,Naive B,-1.365119431,-11.51823833
T cell,CD4 Memory,7.201412823,0.817474814
Progenitor cells,Prog_B 1,-5.960228775,-7.421458987
Mono/DC,CD14 Mono,-9.564738605,5.625197621
B cell,Naive B,0.139704805,-12.66192844
Mono/DC,CD14 Mono,-7.994668339,1.935463401
B cell,Plasmablast,-3.099242542,-6.295391349
T cell,CD8 Memory_1,4.066552546,1.567557784
T cell,CD4 Naive,4.947891381,3.744462701
T cell,CD8 Memory_2,5.96713319,-5.451358108
T cell,CD8 Naive,6.06336322,5.420033189
T cell,CD8 Memory_2,5.924126293,-5.180609016
T cell,CD8 Effector_2,4.563954022,-3.407040147
Mono/DC,CD14 Mono,-7.552773807,3.941286059
Progenitor cells,Prog_RBC,-3.900420521,-3.740928439
T cell,CD4 Naive,2.725088503,1.718409272
Mono/DC,CD14 Mono,-7.970133159,1.611827942
T cell,CD8 Effector_1,5.875174668,-4.074808864
T cell,Treg,4.140110399,0.607384177
T cell,CD4 Memory,4.942361977,0.803970428
Progenitor cells,Prog_DC,-11.73548827,1.473560544
T cell,CD8 Naive,2.819515612,5.854363652
Progenitor cells,Prog_RBC,-2.82914624,-1.374598412
B cell,Plasmablast,-2.693179939,-6.483121661
T cell,CD8 Naive,1.766204025,2.38330433
Mono/DC,CD14 Mono,-9.514338825,4.9566395
Mono/DC,CD14 Mono,-8.501708362,2.428387852
T cell,CD4 Naive,6.920733597,4.099781724
Mono/DC,CD14 Mono,-8.188164089,1.291038843
T cell,CD4 Memory,4.486110356,0.705815585
Mono/DC,CD14 Mono,-9.738952968,5.108256551
T cell,CD8 Naive,3.934332516,6.598217698
Mono/DC,CD16 Mono,-7.973224972,8.848102303
T cell,MAIT,7.362162258,-4.031878261
B cell,Memory B,-0.176214341,-10.91769054
T cell,CD8 Naive,4.708068039,6.818003388
T cell,CD4 Memory,5.183483746,2.072111579
Progenitor cells,HSC,-6.512833927,-5.924887923
T cell,Treg,6.196070816,4.196081372
B cell,Memory B,1.615872767,-11.43590763
Mono/DC,CD14 Mono,-11.00935969,4.298534604
T cell,CD8 Naive,5.054742958,3.392090293
Mono/DC,pDC,-10.14698252,-6.416841773
B cell,Memory B,1.260401931,-11.56122616
T cell,CD4 Memory,4.342278626,0.879822286
T cell,CD4 Memory,7.304956581,0.352470311
Progenitor cells,Prog_RBC,-4.522703026,-4.116969852
Mono/DC,CD14 Mono,-6.66066489,2.198025199
B cell,Memory B,0.735039618,-11.46045235
NK,NK,8.165627148,-6.715927867
B cell,Plasmablast,-2.797660206,-6.372816352
Progenitor cells,Prog_RBC,-2.808100555,-1.37500575
T cell,CD4 Memory,7.541612293,1.604370328
T cell,CD4 Naive,3.992444184,1.802814217
T cell,CD8 Effector_1,5.981688168,-4.900901107
T cell,CD4 Naive,4.727918293,4.144999238
NK,NK,8.185223725,-5.989610938
Mono/DC,CD14 Mono,-6.914237354,2.186309787
T cell,CD4 Naive,5.640570786,3.482735368
B cell,Naive B,-0.859035824,-11.15365246
T cell,CD4 Naive,2.445483114,3.072663041
T cell,CD8 Memory_1,3.423023131,3.948717328
T cell,CD8 Effector_1,4.670485165,-2.79395893
Progenitor cells,GMP,-11.05244384,2.175589295
Mono/DC,CD14 Mono,-8.608021114,6.150393697
T cell,CD8 Effector_1,5.769142773,-4.491688995
T cell,CD4 Naive,6.001510765,4.572042676
T cell,CD8 Memory_2,5.292020466,-3.685348777
Mono/DC,CD16 Mono,-8.42611346,8.491733285
T cell,CD8 Naive,5.549291756,5.33154604
T cell,CD8 Effector_1,4.993034031,-3.127890138
Progenitor cells,GMP,-7.501181457,-2.390899448
B cell,Naive B,-1.964536045,-13.01970222
Mono/DC,pDC,-10.10151992,-6.745670585
T cell,CD4 Memory,5.966532376,1.396271082
Mono/DC,pDC,-10.07407889,-6.779686717
T cell,CD8 Naive,3.018116381,4.181421967
T cell,MAIT,7.46320739,-3.053591279
Progenitor cells,GMP,-7.581106994,-2.314445762
T cell,CD4 Naive,3.720529225,3.466825457
Mono/DC,CD14 Mono,-8.812937114,2.718917104
Mono/DC,CD14 Mono,-7.505833004,2.597325297
T cell,CD4 Naive,5.494614269,4.645578118
T cell,CD8 Naive,4.641051914,7.210657807
Mono/DC,CD14 Mono,-7.239197109,5.279001447
T cell,CD8 Naive,2.266359117,2.251126977
T cell,CD8 Effector_1,5.078297283,-3.555641917
Mono/DC,CD14 Mono,-7.47139201,3.881252738
B cell,Naive B,-1.88289604,-12.35664013
Progenitor cells,Prog_Mk,-5.77999625,-5.045367507
T cell,CD8 Naive,3.408594277,7.224770757
Mono/DC,CD16 Mono,-7.734119747,8.096972199
B cell,Naive B,-1.324416135,-10.71563175
T cell,CD8 Naive,3.719808247,6.35057232
Mono/DC,CD14 Mono,-9.680647228,2.389656516
Mono/DC,CD14 Mono,-8.417465542,1.222544523
Mono/DC,CD14 Mono,-6.489577625,3.646427604
T cell,CD4 Naive,4.758206513,4.935450764
Progenitor cells,Prog_B 1,-6.331971023,-6.704141406
Progenitor cells,Prog_RBC,-3.418709133,-3.672400979
Mono/DC,CD14 Mono,-6.989043091,2.66174409
T cell,CD8 Memory_1,5.363245632,5.453237744
Progenitor cells,GMP,-8.046040867,-0.365070043
B cell,Memory B,1.021714833,-11.05632236
B cell,Naive B,-0.183051262,-12.56287983
T cell,CD8 Naive,7.07299247,3.973865004
B cell,Naive B,0.150577839,-12.30139568
T cell,CD4 Naive,2.076942827,2.611229869
T cell,CD8 Naive,3.349402096,5.704071256
Mono/DC,CD14 Mono,-9.727502201,2.744592639
T cell,CD8 Effector_1,6.035787251,-5.092791824
Progenitor cells,GMP,-7.730087612,-3.172273902
Progenitor cells,Prog_RBC,-3.315076683,-3.802167205
Progenitor cells,LMPP,-7.159413669,-4.940161971
B cell,Memory B,1.176076379,-11.46004227
Mono/DC,CD16 Mono,-8.416982982,8.635152551
T cell,CD4 Naive,3.971949007,3.203623505
T cell,CD4 Memory,4.991902497,0.822590502
T cell,CD8 Naive,3.450525667,5.898095818
T cell,CD4 Naive,5.027505066,3.932591172
T cell,CD4 Naive,3.055068876,2.880253049
T cell,CD8 Effector_1,5.405750897,-2.576266078
T cell,CD4 Naive,3.798293736,3.178738328
T cell,CD4 Memory,7.56755605,0.744809779
Mono/DC,CD14 Mono,-8.022362087,3.906048985
T cell,CD4 Naive,4.87917104,4.889239522
T cell,CD4 Memory,7.133424427,0.672934981
B cell,Naive B,0.241310567,-11.82514599
Mono/DC,CD14 Mono,-9.97530875,4.125886174
T cell,CD8 Effector_1,7.777064945,-6.269475726
B cell,Naive B,-0.375038419,-12.22313526
T cell,CD4 Memory,7.980169441,0.613939794
Progenitor cells,Prog_DC,-11.72601065,1.368779751
T cell,CD8 Naive,3.807823803,7.396350594
T cell,CD4 Naive,5.758257534,4.393259259
NK,NK,8.335664417,-5.106420306
T cell,CD8 Naive,2.370603707,2.606805058
Mono/DC,CD14 Mono,-9.306708668,5.290865632
T cell,CD8 Naive,2.95032182,6.373343678
Progenitor cells,Prog_DC,-9.180882786,-5.36283472
T cell,CD8 Naive,4.044805195,5.957285615
T cell,CD8 Memory_2,5.902173187,-2.67838314
T cell,CD8 Naive,5.5941278,3.215417834
Mono/DC,cDC2,-12.30230555,3.029792281
Progenitor cells,Prog_Mk,-6.148810718,-4.510604648
T cell,CD4 Memory,7.135293629,1.872857781
T cell,CD4 Memory,8.014876511,0.550672473
Mono/DC,CD14 Mono,-10.30715976,4.352711411
Mono/DC,CD14 Mono,-8.373964641,2.75408146
T cell,CD8 Effector_2,4.637049343,-3.362298993
Progenitor cells,LMPP,-7.472405288,-3.943825988
Mono/DC,CD14 Mono,-7.309990261,1.434708687
Progenitor cells,Prog_RBC,-4.785806034,-3.909235267
Mono/DC,CD14 Mono,-8.426143978,1.159305783
NK,NK,8.566931393,-6.578679351
